date,time,weekday,value,week
24-02-2020,08:14,0,3,Mon
24-02-2020,08:45,0,1,Mon
24-02-2020,09:18,0,1,Mon
24-02-2020,10:32,0,2,Mon
24-02-2020,10:51,0,2,Mon
24-02-2020,12:09,0,3,Mon
24-02-2020,15:22,0,3,Mon
24-02-2020,21:15,0,3,Mon
25-02-2020,08:17,1,3,Tue
25-02-2020,12:09,1,3,Tue
25-02-2020,12:34,1,1,Tue
25-02-2020,15:03,1,3,Tue
25-02-2020,17:25,1,1,Tue
26-02-2020,08:14,2,3,Wed
